Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite,Unite
051.00143,Greenfield SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",59,,03 03 05,Boues de désencrage provenant du recyclage du papier,552,t/an
051.00143,Greenfield SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,20 01 01,Papier et carton,28.8,t/an
051.00143,Greenfield SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",51,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,103.6,t/an
051.00143,Greenfield SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",51,,20 01 40,Métaux,576,t/an
051.00154,DEM (DECAPAGE EMBALLAGES METALLIQUES),Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,59,,15 01 02,Emballages en matières plastiques,53.508,t/an
051.00154,DEM (DECAPAGE EMBALLAGES METALLIQUES),Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,59,,19 01 99,Déchets non spécifiés ailleurs,119.826,t/an
051.00177,Société Picardie Régénération,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,9,Déchets banals des entreprises,66.72,t/an
051.00177,Société Picardie Régénération,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,80,,9,Déchets banals des entreprises,54.32,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,59,,20 01 01,Papier et carton,3.06,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,80,,06 13 99,Déchets non spécifiés ailleurs.,37.0,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,80,,15 01 02,Emballages en matières plastiques,142.4,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,80,,16 06 05,Autres piles et accumulateurs,0.2,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",02,,07 07 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 07 11,14080,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",80,,07 07 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 07 11,884,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",02,,15 01 06,Emballages en mélange,113.6,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",80,,07 07 99,Déchets non spécifiés ailleurs.,1802,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),59,,15 01 02,Emballages en matières plastiques,12.08,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),59,,15 01 05,Emballages composites,74.4,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),62,,15 01 05,Emballages composites,14.18,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,15 01 04,Emballages métalliques,21.2,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,10,,16 02 14,équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13,3.78,t/an
051.00190,Dow France SAS - Site de Chauny,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,02,,15 01 06,Emballages en mélange,61.4,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,10 11 12,Déchets de verre autres que ceux visés à la rubrique 10 11 11,87.56,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,20 03 01,Déchets municipaux en mélange,717.72,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,77,,09 01 99,Déchets non spécifiés ailleurs.,0.016,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,51,,10 11 12,Déchets de verre autres que ceux visés à la rubrique 10 11 11,16.12,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,15 01 01,Emballages en papier/carton,81.4,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),51,,15 01 01,Emballages en papier/carton,253.32,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,15 01 02,Emballages en matières plastiques,6.8,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,15 01 03,Emballages en bois,74.76,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,02,,20 01 40,Métaux,27.64,t/an
051.00203,EUROKERA,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,77,,10 11 12,Déchets de verre autres que ceux visés à la rubrique 10 11 11,11988.4,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",02,,20 03 01,Déchets municipaux en mélange,26.52,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,12 01 15,Boues d'usinage autres que celles visées à la rubrique 12 01 14,0.26,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,12 01 99,Déchets non spécifiés ailleurs.,0.74,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,15 01 01,Emballages en papier/carton,4.68,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),51,,15 01 01,Emballages en papier/carton,9.28,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),51,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,25.28,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,51,,12 01 01,Limaille et chutes de métaux ferreux,1219.02,t/an
051.00249,NTN TRANSMISSIONS EUROPE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,51,,12 01 02,Fines et poussières de métaux ferreux,73.86,t/an
051.00293,EVERBAL,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",02,,9,Déchets banals des entreprises,3196,t/an
051.00293,EVERBAL,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,08,,2,Boues d'effluents industriels,4800,t/an
051.00293,EVERBAL,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,11,Résidus de tri,3064,t/an
051.00293,EVERBAL,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,15,Résidus d'opérations thermiques,744,t/an
051.00293,EVERBAL,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,51,,11,Résidus de tri,492,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,19 12 12,Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.,504,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,59,,18 01 01,Objets piquant et coupants (sauf rubrique 18 01 03),0.02,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",77,,08 02 02,Boues aqueuses contenant des matériaux céramiques,2720,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",59,,10 09 12,Autres fines non visées à la rubrique 10 09 11,1954,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,20 03 04,Boues de fosses septiques,252,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,59,,10 09 08,Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07,6720,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,15 01 06,Emballages en mélange,158,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",840,t/an
051.00333,LE CREUSET SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,02,,17 02 01,Bois,260,t/an
051.00349,SOPROCOS,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",02,,20 03 04,Boues de fosses septiques,120,t/an
051.00349,SOPROCOS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,BELGIQUE,07 06 99,Déchets non spécifiés ailleurs.,715.12,t/an
051.00349,SOPROCOS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,02,,15 01 03,Emballages en bois,203.78,t/an
051.00349,SOPROCOS,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,60,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,721.82,t/an
