Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
060.03394,"SEDE ENVIRONNEMENT, site de Bessines sur Gartempe",Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,02 01 03,Déchets de tissus végétaux,156.000,156.000,t/an
070.00571,SUEZ RV Lourches,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 05 01,Matières impropres à la consommation ou à la transformation,1178.000,1178.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,12 01 21,Déchets de meulage et matériaux de meulage autres que ceux visés à la rubrique 12 01 20,81.000,81.000,t/an
055.01504,UIOM de Rennes,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,8,Ordures ménagères,512000.000,512000.000,t/an
070.04082,AUTO STOCK PIECES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,16 01 03,Pneus hors d'usage,14.000,12.000,t/an
065.04556,ENORIS (LB),Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,20 01 99,Autres fractions non spécifiées ailleurs.,161400.000,161400.000,t/an
054.01112,CET DE DRAMBON CLASSE 1 ET 2,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 01 01,"Mâchefers, scories et cendres sous chaudière (sauf cendres sous chaudière visées à la rubrique 10 01 04)",276.000,276.000,t/an
062.00529,ISDND de Lesménils,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 01,Déchets de dégrillage,1110.000,1110.000,t/an
058.00627,Centre de Valorisation de Déchets (CVD),Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,4,Déchets de bois,5960.000,5960.000,t/an
062.01370,EQIOM - usine de Héming,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,15 01 05,Emballages composites,1444.000,1444.000,t/an
052.02130,AMAT - ENTREPRISE ADAPTEE,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,4,Déchets de bois,2200.000,2200.000,t/an
055.15506,ISDND des hautes gayeulles,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,01 04 99,Déchets non spécifiés ailleurs.,6140.000,6140.000,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,01 05 99,Déchets non spécifiés ailleurs.,0.810,0.810,t/an
064.04706,Centre de traitement des déchets du Vallon du Fou,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 03,Déchets de nettoyage des rues,28.200,28.200,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,08 04 12,Boues de colles et mastics autres que celles visées à la rubrique 08 04 11,16.040,16.040,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,12 01 99,Déchets non spécifiés ailleurs.,88.000,88.000,t/an
072.01985,SUEZ RR IWS Chemicals France,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,16 10 02,Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01,34.200,34.200,t/an
070.00571,SUEZ RV Lourches,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,20 02 02,Terres et pierres,174000.000,174000.000,t/an
070.02284,GALLOO FRANCE WATTRELOS,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,17 04 02,Aluminium,1472.000,1472.000,t/an
055.01383,LAITERIE CORALIS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,15 01 06,Emballages en mélange,244.000,244.000,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,03 03 01,Déchets d'écorce et de bois,14160.000,14160.000,t/an
068.04445,DRIMM,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,596000.000,596000.000,t/an
597.00159,SICA DES SABLES,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",6960.000,6960.000,t/an
072.02617,Séché Eco-Industries,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",470.000,470.000,t/an
070.04688,TERRALYS-FertiArtois,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",7200.000,7200.000,t/an
072.01529,Lafarge ciments - Usine de La Couronne,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,1732.000,1732.000,t/an
070.00785,EQIOM S.A.S - Cimenterie de Lumbres,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,08 02 03,Suspensions aqueuses contenant des matériaux céramiques,53.200,53.200,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,05 01 10,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 05 01 09,6.800,6.800,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,16 01 15,Antigels autres que ceux visés à la rubrique 16 01 14,1.268,1.268,t/an
063.00901,SECHE ECO INDUSTRIES site de L'Oisonnière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 02 06,Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05,11.960,11.960,t/an
065.08885,URBASYS,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,20 03 01,Déchets municipaux en mélange,122400.000,122400.000,t/an
064.00440,GDE SORGUES,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 12 01,Papier et carton,16.000,16.000,t/an
063.01161,SEDA - Classe I,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 14,Cendres volantes autres que celles visées à la rubrique 19 01 13,524.000,524.000,t/an
070.02234,SITA Nord Est Anzin,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 12 07,Bois autres que ceux visés à la rubrique 19 12 06,32000.000,1106.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 04 12,Boues de colles et mastics autres que celles visées à la rubrique 08 04 11,86.200,86.200,t/an
061.06947,SUEZ RR IWS Chemicals Site de Pont de Claix,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,07 07 99,Déchets non spécifiés ailleurs.,127.000,127.000,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,07 01 99,Déchets non spécifiés ailleurs.,230.000,230.000,t/an
062.05449,Fours à chaux de Sorcy,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 12 04,Matières plastiques et caoutchouc,15420.000,15420.000,t/an
100.05940,VEOLIA PROPRETE - SOCCOIM SAS,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",2000.000,2000.000,t/an
057.01701,CIMENTS CALCIA - Usine de COUVROT,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 09 08,Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07,17060.000,17060.000,t/an
063.04262,CTSDU de SEDA,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,15 01 06,Emballages en mélange,110.800,110.800,t/an
072.01985,SUEZ RR IWS Chemicals France,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,552.000,552.000,t/an
058.01240,LINEX PANNEAUX,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,08 03 18,Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17,0.016,0.016,t/an
051.05764,AGRI-ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",32000.000,32000.000,t/an
061.02302,PLASTEUROP Panelco,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,9,Déchets banals des entreprises,800.000,652.000,t/an
065.07069,SIRR Syndicat Intercommunal Rambouillet,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,03 03 01,Déchets d'écorce et de bois,384.000,384.000,t/an
769.15201,STEP - Lyon - Pierre Bénite,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,20 03 06,Déchets provenant du nettoyage des égouts,31200.000,31200.000,t/an
051.03936,IDEX ENVIRONNEMENT AGRIVAL,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 02 04,Boues provenant du traitement in situ des effluents,462.000,462.000,t/an
061.02835,Centre de Stockage de Déchets Ultimes du Marais,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",114800.000,114800.000,t/an
